Method, FileNum, DataSet, Time (minutes)
TimingsLogMfc1, 19, 1, 0.097649
TimingsLogMfc1, 20, 2, 0.103817
TimingsLogMfc1, 21, 3, 0.113507
TimingsLogMfc1, 22, 4, 0.176026
TimingsLogMfc1, 23, 5, 0.254569
TimingsLogMfc1, 24, 0, 0.092682
TimingsLogMfc1, 25, 1, 0.098157
TimingsLogMfc1, 26, 2, 0.103864
TimingsLogMfc1, 27, 3, 0.113800
TimingsLogMfc1, 28, 4, 0.175216
TimingsLogMfc1, 29, 5, 0.254668
TimingsLogMfc1, 30, 0, 0.093008
TimingsLogMfc1, 31, 1, 0.098225
TimingsLogMfc1, 32, 2, 0.103893
TimingsLogMfc1, 33, 3, 0.113766
TimingsLogMfc1, 34, 4, 0.177094
TimingsLogMfc1, 35, 5, 0.255934
TimingsLogMfc1, 36, 0, 0.093892
TimingsLogMfc1, 37, 1, 0.098967
TimingsLogMfc1, 38, 2, 0.104390
TimingsLogMfc1, 39, 3, 0.113899
TimingsLogMfc1, 40, 4, 0.177071
TimingsLogMfc1, 41, 5, 0.254936
TimingsLogMfc1, 42, 0, 0.094803
TimingsLogMfc1, 43, 1, 0.101047
TimingsLogMfc1, 44, 2, 0.106266
TimingsLogMfc1, 45, 3, 0.114282
TimingsLogMfc1, 46, 4, 0.177512
TimingsLogMfc1, 47, 5, 0.256841
TimingsLogMfc1, 48, 0, 0.094966
TimingsLogMfc1, 49, 1, 0.100481
TimingsLogMfc1, 50, 2, 0.105986
TimingsLogMfc1, 51, 3, 0.115468
TimingsLogMfc1, 52, 4, 0.178666
TimingsLogMfc1, 53, 5, 0.258442
TimingsLogMfc1, 54, 0, 0.096493
TimingsLogMfc1, 55, 1, 0.101689
TimingsLogMfc1, 56, 2, 0.107440
TimingsLogMfc1, 57, 3, 0.116662
TimingsLogMfc1, 58, 4, 0.177743
TimingsLogMfc1, 59, 5, 0.258867
TimingsLogMfc1, 60, 0, 0.096951
TimingsLogMfc1, 61, 1, 0.103384
TimingsLogMfc1, 62, 2, 0.109078
TimingsLogMfc1, 63, 3, 0.118891
TimingsLogMfc1, 64, 4, 0.180803
TimingsLogMfc1, 65, 5, 0.260341
TimingsLogMfc1, 66, 0, 0.097769
TimingsLogMfc1, 67, 1, 0.103477
TimingsLogMfc1, 68, 2, 0.109993
TimingsLogMfc1, 69, 3, 0.120641
TimingsLogMfc1, 70, 4, 0.182294
TimingsLogMfc1, 71, 5, 0.260682
TimingsLogMfc1, 72, 0, 0.098481
TimingsLogMfc1, 73, 1, 0.102618
TimingsLogMfc1, 74, 2, 0.109231
TimingsLogMfc1, 75, 3, 0.117310
TimingsLogMfc1, 76, 4, 0.181800
TimingsLogMfc1, 77, 5, 0.260152
TimingsLogMfc1, 78, 0, 0.099278
TimingsLogMfc1, 79, 1, 0.104912
TimingsLogMfc1, 80, 2, 0.110309
TimingsLogMfc1, 81, 3, 0.119082
TimingsLogMfc1, 82, 4, 0.180944
TimingsLogMfc1, 83, 5, 0.261831
TimingsLogMfc1, 84, 0, 0.100022
TimingsLogMfc1, 85, 1, 0.106115
TimingsLogMfc1, 86, 2, 0.111827
TimingsLogMfc1, 87, 3, 0.120272
TimingsLogMfc1, 88, 4, 0.184013
TimingsLogMfc1, 89, 5, 0.263037
TimingsLogMfc1, 90, 0, 0.100548
TimingsLogMfc1, 91, 1, 0.106090
TimingsLogMfc1, 92, 2, 0.111085
TimingsLogMfc1, 93, 3, 0.120814
TimingsLogMfc1, 94, 4, 0.184269
TimingsLogMfc1, 95, 5, 0.263696
TimingsLogMfc1, 96, 0, 0.103418
TimingsLogMfc1, 97, 1, 0.108434
TimingsLogMfc1, 98, 2, 0.114203
TimingsLogMfc1, 99, 3, 0.125489
TimingsLogMfc1, 100, 4, 0.184890
TimingsLogMfc1, 101, 5, 0.263506
TimingsLogMfc1, 102, 0, 0.104008
TimingsLogMfc1, 103, 1, 0.110536
TimingsLogMfc1, 104, 2, 0.115385
TimingsLogMfc1, 105, 3, 0.124244
TimingsLogMfc1, 106, 4, 0.186111
TimingsLogMfc1, 107, 5, 0.265442
TimingsLogMfc1, 108, 0, 0.105380
TimingsLogMfc1, 109, 1, 0.111765
TimingsLogMfc1, 110, 2, 0.116916
TimingsLogMfc1, 111, 3, 0.127268
TimingsLogMfc1, 112, 4, 0.188254
TimingsLogMfc1, 113, 5, 0.267596
TimingsLogMfc1, 114, 0, 0.105471
TimingsLogMfc1, 115, 1, 0.109849
TimingsLogMfc1, 116, 2, 0.115592
TimingsLogMfc1, 117, 3, 0.126034
TimingsLogMfc1, 118, 4, 0.187018
TimingsLogMfc1, 119, 5, 0.264628
TimingsLogMfc1, 120, 0, 0.105259
TimingsLogMfc1, 121, 1, 0.110429
TimingsLogMfc1, 122, 2, 0.115901
TimingsLogMfc1, 123, 3, 0.123719
TimingsLogMfc1, 124, 4, 0.187550
TimingsLogMfc1, 125, 5, 0.266714
TimingsLogMfc1, 126, 0, 0.105789
TimingsLogMfc1, 127, 1, 0.110847
TimingsLogMfc1, 128, 2, 0.115315
TimingsLogMfc1, 129, 3, 0.124599
TimingsLogMfc1, 130, 4, 0.187036
TimingsLogMfc1, 131, 5, 0.267103
TimingsLogMfc1, 132, 0, 0.108145
TimingsLogMfc1, 133, 1, 0.112614
TimingsLogMfc1, 134, 2, 0.116234
TimingsLogMfc1, 135, 3, 0.124890
TimingsLogMfc1, 136, 4, 0.189998
TimingsLogMfc1, 137, 5, 0.268239
TimingsLogMfc1, 138, 0, 0.107844
TimingsLogMfc1, 139, 1, 0.114098
TimingsLogMfc1, 140, 2, 0.119562
TimingsLogMfc1, 141, 3, 0.129207
TimingsLogMfc1, 142, 4, 0.191820
TimingsLogMfc1, 143, 5, 0.270540
TimingsLogMfc1, 144, 0, 0.109173
TimingsLogMfc1, 145, 1, 0.114585
TimingsLogMfc1, 146, 2, 0.120171
TimingsLogMfc1, 147, 3, 0.128062
TimingsLogMfc1, 148, 4, 0.189274
TimingsLogMfc1, 149, 5, 0.272444
TimingsLogMfc1, 150, 0, 0.109732
TimingsLogMfc1, 151, 1, 0.115415
TimingsLogMfc1, 152, 2, 0.120395
TimingsLogMfc1, 153, 3, 0.130600
TimingsLogMfc1, 154, 4, 0.195846
TimingsLogMfc1, 155, 5, 0.277624
TimingsLogMfc1, 156, 0, 0.110374
TimingsLogMfc1, 157, 1, 0.115576
TimingsLogMfc1, 158, 2, 0.123458
TimingsLogMfc1, 159, 3, 0.133640
TimingsLogMfc1, 160, 4, 0.191900
TimingsLogMfc1, 161, 5, 0.275544
TimingsLogMfc1, 162, 0, 0.110876
TimingsLogMfc1, 163, 1, 0.115143
TimingsLogMfc1, 164, 2, 0.120445
TimingsLogMfc1, 165, 3, 0.128402
TimingsLogMfc1, 166, 4, 0.190478
TimingsLogMfc1, 167, 5, 0.273788
TimingsLogMfc1, 168, 0, 0.112667
TimingsLogMfc1, 169, 1, 0.117656
TimingsLogMfc1, 170, 2, 0.125677
TimingsLogMfc1, 171, 3, 0.135635
TimingsLogMfc1, 172, 4, 0.195657
TimingsLogMfc1, 173, 5, 0.275733
TimingsLogMfc1, 174, 0, 0.113109
TimingsLogMfc1, 175, 1, 0.116732
TimingsLogMfc1, 176, 2, 0.121815
TimingsLogMfc1, 177, 3, 0.130507
TimingsLogMfc1, 178, 4, 0.195073
TimingsLogMfc1, 179, 5, 0.274282
TimingsLogMfc1, 180, 0, 0.113436
TimingsLogMfc1, 181, 1, 0.118909
TimingsLogMfc1, 182, 2, 0.125041
TimingsLogMfc1, 183, 3, 0.135462
TimingsLogMfc1, 184, 4, 0.196086
TimingsLogMfc1, 185, 5, 0.277590
TimingsLogMfc1, 186, 0, 0.114004
TimingsLogMfc1, 187, 1, 0.119666
TimingsLogMfc1, 188, 2, 0.124568
TimingsLogMfc1, 189, 3, 0.134954
TimingsLogMfc1, 190, 4, 0.197379
TimingsLogMfc1, 191, 5, 0.278877
TimingsLogMfc1, 192, 0, 0.114483
TimingsLogMfc1, 193, 1, 0.119469
TimingsLogMfc1, 194, 2, 0.126375
TimingsLogMfc1, 195, 3, 0.132324
TimingsLogMfc1, 196, 4, 0.197330
TimingsLogMfc1, 197, 5, 0.277760
TimingsLogMfc1, 198, 0, 0.116039
TimingsLogMfc1, 199, 1, 0.121221
TimingsLogMfc1, 200, 2, 0.125843
TimingsLogMfc1, 201, 3, 0.134821
TimingsLogMfc1, 202, 4, 0.197654
TimingsLogMfc1, 203, 5, 0.278403
TimingsLogMfc1, 204, 0, 0.116021
TimingsLogMfc1, 205, 1, 0.122306
TimingsLogMfc1, 206, 2, 0.129092
TimingsLogMfc1, 207, 3, 0.137179
TimingsLogMfc1, 208, 4, 0.200993
TimingsLogMfc1, 209, 5, 0.281529
TimingsLogMfc1, 210, 0, 0.117767
TimingsLogMfc1, 211, 1, 0.122931
TimingsLogMfc1, 212, 2, 0.127197
TimingsLogMfc1, 213, 3, 0.136945
TimingsLogMfc1, 214, 4, 0.200191
TimingsLogMfc1, 215, 5, 0.279910
TimingsLogMfc1, 216, 0, 0.118024
TimingsLogMfc1, 217, 1, 0.123699
TimingsLogMfc1, 218, 2, 0.127604
TimingsLogMfc1, 219, 3, 0.136640
TimingsLogMfc1, 220, 4, 0.199327
TimingsLogMfc1, 221, 5, 0.281322
TimingsLogMfc1, 222, 0, 0.118879
TimingsLogMfc1, 223, 1, 0.124377
TimingsLogMfc1, 224, 2, 0.132093
TimingsLogMfc1, 225, 3, 0.141273
TimingsLogMfc1, 226, 4, 0.200616
TimingsLogMfc1, 227, 5, 0.284673
TimingsLogMfc1, 228, 0, 0.119929
TimingsLogMfc1, 229, 1, 0.125025
TimingsLogMfc1, 230, 2, 0.129375
TimingsLogMfc1, 231, 3, 0.138752
TimingsLogMfc1, 232, 4, 0.201697
TimingsLogMfc1, 233, 5, 0.282244
TimingsLogMfc1, 234, 0, 0.120735
TimingsLogMfc1, 235, 1, 0.126976
TimingsLogMfc1, 236, 2, 0.132184
TimingsLogMfc1, 237, 3, 0.140865
TimingsLogMfc1, 238, 4, 0.204592
TimingsLogMfc1, 239, 5, 0.286450
TimingsLogMfc1, 240, 0, 0.121828
TimingsLogMfc1, 241, 1, 0.126904
TimingsLogMfc1, 242, 2, 0.132008
TimingsLogMfc1, 243, 3, 0.137223
TimingsLogMfc1, 244, 4, 0.202315
TimingsLogMfc1, 245, 5, 0.286559
TimingsLogMfc1, 246, 0, 0.122881
TimingsLogMfc1, 247, 1, 0.129059
TimingsLogMfc1, 248, 2, 0.133637
TimingsLogMfc1, 249, 3, 0.143583
TimingsLogMfc1, 250, 4, 0.204874
TimingsLogMfc1, 251, 5, 0.286458
TimingsLogMfc1, 252, 0, 0.123974
TimingsLogMfc1, 253, 1, 0.128690
TimingsLogMfc1, 254, 2, 0.135493
TimingsLogMfc1, 255, 3, 0.144220
TimingsLogMfc1, 256, 4, 0.204947
TimingsLogMfc1, 257, 5, 0.288387
TimingsLogMfc1, 258, 0, 0.124758
TimingsLogMfc1, 259, 1, 0.129985
TimingsLogMfc1, 260, 2, 0.136953
TimingsLogMfc1, 261, 3, 0.147885
TimingsLogMfc1, 262, 4, 0.209088
TimingsLogMfc1, 263, 5, 0.287858
TimingsLogMfc1, 264, 0, 0.126031
TimingsLogMfc1, 265, 1, 0.130496
TimingsLogMfc1, 266, 2, 0.134309
TimingsLogMfc1, 267, 3, 0.142202
TimingsLogMfc1, 268, 4, 0.207470
TimingsLogMfc1, 269, 5, 0.289402
TimingsLogMfc1, 270, 0, 0.127172
TimingsLogMfc1, 271, 1, 0.131739
TimingsLogMfc1, 272, 2, 0.134946
TimingsLogMfc1, 273, 3, 0.145008
TimingsLogMfc1, 274, 4, 0.207234
TimingsLogMfc1, 275, 5, 0.290741
TimingsLogMfc1, 276, 0, 0.127402
TimingsLogMfc1, 277, 1, 0.132477
TimingsLogMfc1, 278, 2, 0.136058
TimingsLogMfc1, 279, 3, 0.143691
TimingsLogMfc1, 280, 4, 0.209919
TimingsLogMfc1, 281, 5, 0.292259
TimingsLogMfc1, 282, 0, 0.128703
TimingsLogMfc1, 283, 1, 0.132524
TimingsLogMfc1, 284, 2, 0.136426
TimingsLogMfc1, 285, 3, 0.143640
TimingsLogMfc1, 286, 4, 0.207663
TimingsLogMfc1, 287, 5, 0.288162
TimingsLogMfc1, 288, 0, 0.130122
TimingsLogMfc1, 289, 1, 0.132953
TimingsLogMfc1, 290, 2, 0.137409
TimingsLogMfc1, 291, 3, 0.145707
TimingsLogMfc1, 292, 4, 0.208066
TimingsLogMfc1, 293, 5, 0.291034
TimingsLogMfc1, 294, 0, 0.130698
TimingsLogMfc1, 295, 1, 0.134363
TimingsLogMfc1, 296, 2, 0.138933
TimingsLogMfc1, 297, 3, 0.148864
TimingsLogMfc1, 298, 4, 0.210489
TimingsLogMfc1, 299, 5, 0.292118
TimingsLogMfc2, 0, 0, 0.276403
TimingsLogMfc2, 1, 1, 0.295405
TimingsLogMfc2, 2, 2, 0.314333
TimingsLogMfc2, 3, 3, 0.357542
TimingsLogMfc2, 4, 4, 0.593888
TimingsLogMfc2, 5, 5, 0.603573
TimingsLogMfc2, 6, 0, 0.307695
TimingsLogMfc2, 7, 1, 0.347719
TimingsLogMfc2, 8, 2, 0.353030
TimingsLogMfc2, 9, 3, 0.365215
TimingsLogMfc2, 10, 4, 0.472362
TimingsLogMfc2, 11, 5, 0.601195
TimingsLogMfc2, 12, 0, 0.325050
TimingsLogMfc2, 13, 1, 0.349153
TimingsLogMfc2, 14, 2, 0.355516
TimingsLogMfc2, 15, 3, 0.369671
TimingsLogMfc2, 16, 4, 0.476924
TimingsLogMfc2, 17, 5, 0.607962
TimingsLogMfc2, 18, 0, 0.323635
TimingsLogMfc2, 19, 1, 0.349431
TimingsLogMfc2, 20, 2, 0.356391
TimingsLogMfc2, 21, 3, 0.369890
TimingsLogMfc2, 22, 4, 0.476707
TimingsLogMfc2, 23, 5, 0.609206
TimingsLogMfc2, 24, 0, 0.327986
TimingsLogMfc2, 25, 1, 0.350362
TimingsLogMfc2, 26, 2, 0.356923
TimingsLogMfc2, 27, 3, 0.371186
TimingsLogMfc2, 28, 4, 0.478491
TimingsLogMfc2, 29, 5, 0.609803
TimingsLogMfc2, 30, 0, 0.320315
TimingsLogMfc2, 31, 1, 0.350840
TimingsLogMfc2, 32, 2, 0.355316
TimingsLogMfc2, 33, 3, 0.369239
TimingsLogMfc2, 34, 4, 0.478498
TimingsLogMfc2, 35, 5, 0.608538
TimingsLogMfc2, 36, 0, 0.318598
TimingsLogMfc2, 37, 1, 0.350845
TimingsLogMfc2, 38, 2, 0.357840
TimingsLogMfc2, 39, 3, 0.370223
TimingsLogMfc2, 40, 4, 0.479823
TimingsLogMfc2, 41, 5, 0.606877
TimingsLogMfc2, 42, 0, 0.326878
TimingsLogMfc2, 43, 1, 0.353173
TimingsLogMfc2, 44, 2, 0.359202
TimingsLogMfc2, 45, 3, 0.373774
TimingsLogMfc2, 46, 4, 0.480675
TimingsLogMfc2, 47, 5, 0.611482
TimingsLogMfc2, 48, 0, 0.309413
TimingsLogMfc2, 49, 1, 0.352989
TimingsLogMfc2, 50, 2, 0.359442
TimingsLogMfc2, 51, 3, 0.372957
TimingsLogMfc2, 52, 4, 0.480115
TimingsLogMfc2, 53, 5, 0.610216
TimingsLogMfc2, 54, 0, 0.330242
TimingsLogMfc2, 55, 1, 0.354320
TimingsLogMfc2, 56, 2, 0.360435
TimingsLogMfc2, 57, 3, 0.374216
TimingsLogMfc2, 58, 4, 0.481524
TimingsLogMfc2, 59, 5, 0.611752
TimingsLogMfc2, 60, 0, 0.330127
TimingsLogMfc2, 61, 1, 0.355218
TimingsLogMfc2, 62, 2, 0.361119
TimingsLogMfc2, 63, 3, 0.376226
TimingsLogMfc2, 64, 4, 0.483311
TimingsLogMfc2, 65, 5, 0.614525
TimingsLogMfc2, 66, 0, 0.332898
TimingsLogMfc2, 67, 1, 0.356092
TimingsLogMfc2, 68, 2, 0.362558
TimingsLogMfc2, 69, 3, 0.376167
TimingsLogMfc2, 70, 4, 0.483910
TimingsLogMfc2, 71, 5, 0.614376
TimingsLogMfc2, 72, 0, 0.317138
TimingsLogMfc2, 73, 1, 0.356182
TimingsLogMfc2, 74, 2, 0.361789
TimingsLogMfc2, 75, 3, 0.375289
TimingsLogMfc2, 76, 4, 0.482762
TimingsLogMfc2, 77, 5, 0.611226
TimingsLogMfc2, 78, 0, 0.320415
TimingsLogMfc2, 79, 1, 0.357767
TimingsLogMfc2, 80, 2, 0.363021
TimingsLogMfc2, 81, 3, 0.375662
TimingsLogMfc2, 82, 4, 0.483297
TimingsLogMfc2, 83, 5, 0.612295
TimingsLogMfc2, 84, 0, 0.324161
TimingsLogMfc2, 85, 1, 0.358969
TimingsLogMfc2, 86, 2, 0.362818
TimingsLogMfc2, 87, 3, 0.376826
TimingsLogMfc2, 88, 4, 0.484647
TimingsLogMfc2, 89, 5, 0.614578
TimingsLogMfc2, 90, 0, 0.319203
TimingsLogMfc2, 91, 1, 0.358873
TimingsLogMfc2, 92, 2, 0.364397
TimingsLogMfc2, 93, 3, 0.378102
TimingsLogMfc2, 94, 4, 0.485755
TimingsLogMfc2, 95, 5, 0.615907
TimingsLogMfc2, 96, 0, 0.334210
TimingsLogMfc2, 97, 1, 0.366425
TimingsLogMfc2, 98, 2, 0.373630
TimingsLogMfc2, 99, 3, 0.381972
TimingsLogMfc2, 100, 4, 0.487790
TimingsLogMfc2, 101, 5, 0.615797
TimingsLogMfc2, 102, 0, 0.336766
TimingsLogMfc2, 103, 1, 0.362640
TimingsLogMfc2, 104, 2, 0.364858
TimingsLogMfc2, 105, 3, 0.380328
TimingsLogMfc2, 106, 4, 0.490071
TimingsLogMfc2, 107, 5, 0.619737
TimingsLogMfc2, 108, 0, 0.344639
TimingsLogMfc2, 109, 1, 0.362564
TimingsLogMfc2, 110, 2, 0.368076
TimingsLogMfc2, 111, 3, 0.384389
TimingsLogMfc2, 112, 4, 0.491890
TimingsLogMfc2, 113, 5, 0.623550
TimingsLogMfc2, 114, 0, 0.326431
TimingsLogMfc2, 115, 1, 0.364772
TimingsLogMfc2, 116, 2, 0.369973
TimingsLogMfc2, 117, 3, 0.383527
TimingsLogMfc2, 118, 4, 0.488661
TimingsLogMfc2, 119, 5, 0.618739
TimingsLogMfc2, 120, 0, 0.313938
TimingsLogMfc2, 121, 1, 0.363611
TimingsLogMfc2, 122, 2, 0.367845
TimingsLogMfc2, 123, 3, 0.379497
TimingsLogMfc2, 124, 4, 0.487578
TimingsLogMfc2, 125, 5, 0.617551
TimingsLogMfc2, 126, 0, 0.320158
TimingsLogMfc2, 127, 1, 0.363859
TimingsLogMfc2, 128, 2, 0.368819
TimingsLogMfc2, 129, 3, 0.382408
TimingsLogMfc2, 130, 4, 0.488954
TimingsLogMfc2, 131, 5, 0.619162
TimingsLogMfc2, 132, 0, 0.328534
TimingsLogMfc2, 133, 1, 0.363814
TimingsLogMfc2, 134, 2, 0.369956
TimingsLogMfc2, 135, 3, 0.383925
TimingsLogMfc2, 136, 4, 0.490354
TimingsLogMfc2, 137, 5, 0.620056
TimingsLogMfc2, 138, 0, 0.343038
TimingsLogMfc2, 139, 1, 0.364594
TimingsLogMfc2, 140, 2, 0.370630
TimingsLogMfc2, 141, 3, 0.386843
TimingsLogMfc2, 142, 4, 0.494855
TimingsLogMfc2, 143, 5, 0.625948
TimingsLogMfc2, 144, 0, 0.337103
TimingsLogMfc2, 145, 1, 0.366789
TimingsLogMfc2, 146, 2, 0.373099
TimingsLogMfc2, 147, 3, 0.387481
TimingsLogMfc2, 148, 4, 0.494954
TimingsLogMfc2, 149, 5, 0.626062
TimingsLogMfc2, 150, 0, 0.346234
TimingsLogMfc2, 151, 1, 0.366645
TimingsLogMfc2, 152, 2, 0.373930
TimingsLogMfc2, 153, 3, 0.389784
TimingsLogMfc2, 154, 4, 0.499140
TimingsLogMfc2, 155, 5, 0.627132
TimingsLogMfc2, 156, 0, 0.347512
TimingsLogMfc2, 157, 1, 0.368216
TimingsLogMfc2, 158, 2, 0.374665
TimingsLogMfc2, 159, 3, 0.390278
TimingsLogMfc2, 160, 4, 0.497122
TimingsLogMfc2, 161, 5, 0.629476
TimingsLogMfc2, 162, 0, 0.324646
TimingsLogMfc2, 163, 1, 0.368455
TimingsLogMfc2, 164, 2, 0.373795
TimingsLogMfc2, 165, 3, 0.386726
TimingsLogMfc2, 166, 4, 0.492755
TimingsLogMfc2, 167, 5, 0.624355
TimingsLogMfc2, 168, 0, 0.342514
TimingsLogMfc2, 169, 1, 0.370927
TimingsLogMfc2, 170, 2, 0.378857
TimingsLogMfc2, 171, 3, 0.393752
TimingsLogMfc2, 172, 4, 0.498884
TimingsLogMfc2, 173, 5, 0.632794
TimingsLogMfc2, 174, 0, 0.325967
TimingsLogMfc2, 175, 1, 0.370301
TimingsLogMfc2, 176, 2, 0.374124
TimingsLogMfc2, 177, 3, 0.388268
TimingsLogMfc2, 178, 4, 0.495132
TimingsLogMfc2, 179, 5, 0.623309
TimingsLogMfc2, 180, 0, 0.349137
TimingsLogMfc2, 181, 1, 0.372207
TimingsLogMfc2, 182, 2, 0.378309
TimingsLogMfc2, 183, 3, 0.393695
TimingsLogMfc2, 184, 4, 0.501216
TimingsLogMfc2, 185, 5, 0.632660
TimingsLogMfc2, 186, 0, 0.338011
TimingsLogMfc2, 187, 1, 0.373205
TimingsLogMfc2, 188, 2, 0.378456
TimingsLogMfc2, 189, 3, 0.393150
TimingsLogMfc2, 190, 4, 0.500695
TimingsLogMfc2, 191, 5, 0.628731
TimingsLogMfc2, 192, 0, 0.329322
TimingsLogMfc2, 193, 1, 0.372503
TimingsLogMfc2, 194, 2, 0.378025
TimingsLogMfc2, 195, 3, 0.390699
TimingsLogMfc2, 196, 4, 0.500475
TimingsLogMfc2, 197, 5, 0.625758
TimingsLogMfc2, 198, 0, 0.340207
TimingsLogMfc2, 199, 1, 0.374641
TimingsLogMfc2, 200, 2, 0.380256
TimingsLogMfc2, 201, 3, 0.394593
TimingsLogMfc2, 202, 4, 0.501738
TimingsLogMfc2, 203, 5, 0.631489
TimingsLogMfc2, 204, 0, 0.352395
TimingsLogMfc2, 205, 1, 0.376095
TimingsLogMfc2, 206, 2, 0.382251
TimingsLogMfc2, 207, 3, 0.397094
TimingsLogMfc2, 208, 4, 0.505547
TimingsLogMfc2, 209, 5, 0.637047
TimingsLogMfc2, 210, 0, 0.341794
TimingsLogMfc2, 211, 1, 0.375427
TimingsLogMfc2, 212, 2, 0.382090
TimingsLogMfc2, 213, 3, 0.397518
TimingsLogMfc2, 214, 4, 0.505627
TimingsLogMfc2, 215, 5, 0.631654
TimingsLogMfc2, 216, 0, 0.333029
TimingsLogMfc2, 217, 1, 0.377137
TimingsLogMfc2, 218, 2, 0.381804
TimingsLogMfc2, 219, 3, 0.395335
TimingsLogMfc2, 220, 4, 0.501411
TimingsLogMfc2, 221, 5, 0.629293
TimingsLogMfc2, 222, 0, 0.356772
TimingsLogMfc2, 223, 1, 0.379450
TimingsLogMfc2, 224, 2, 0.384693
TimingsLogMfc2, 225, 3, 0.399161
TimingsLogMfc2, 226, 4, 0.507507
TimingsLogMfc2, 227, 5, 0.637919
TimingsLogMfc2, 228, 0, 0.341282
TimingsLogMfc2, 229, 1, 0.378738
TimingsLogMfc2, 230, 2, 0.384231
TimingsLogMfc2, 231, 3, 0.397209
TimingsLogMfc2, 232, 4, 0.503964
TimingsLogMfc2, 233, 5, 0.632343
TimingsLogMfc2, 234, 0, 0.350350
TimingsLogMfc2, 235, 1, 0.379713
TimingsLogMfc2, 236, 2, 0.388102
TimingsLogMfc2, 237, 3, 0.400939
TimingsLogMfc2, 238, 4, 0.508622
TimingsLogMfc2, 239, 5, 0.638403
TimingsLogMfc2, 240, 0, 0.335209
TimingsLogMfc2, 241, 1, 0.382073
TimingsLogMfc2, 242, 2, 0.385149
TimingsLogMfc2, 243, 3, 0.397906
TimingsLogMfc2, 244, 4, 0.504905
TimingsLogMfc2, 245, 5, 0.634036
TimingsLogMfc2, 246, 0, 0.352386
TimingsLogMfc2, 247, 1, 0.381902
TimingsLogMfc2, 248, 2, 0.388524
TimingsLogMfc2, 249, 3, 0.403081
TimingsLogMfc2, 250, 4, 0.509522
TimingsLogMfc2, 251, 5, 0.640123
TimingsLogMfc2, 252, 0, 0.355168
TimingsLogMfc2, 253, 1, 0.383404
TimingsLogMfc2, 254, 2, 0.387182
TimingsLogMfc2, 255, 3, 0.404300
TimingsLogMfc2, 256, 4, 0.510219
TimingsLogMfc2, 257, 5, 0.642260
TimingsLogMfc2, 258, 0, 0.359681
TimingsLogMfc2, 259, 1, 0.385569
TimingsLogMfc2, 260, 2, 0.394880
TimingsLogMfc2, 261, 3, 0.408702
TimingsLogMfc2, 262, 4, 0.513793
TimingsLogMfc2, 263, 5, 0.644850
TimingsLogMfc2, 264, 0, 0.344904
TimingsLogMfc2, 265, 1, 0.384567
TimingsLogMfc2, 266, 2, 0.389583
TimingsLogMfc2, 267, 3, 0.406447
TimingsLogMfc2, 268, 4, 0.512702
TimingsLogMfc2, 269, 5, 0.639802
TimingsLogMfc2, 270, 0, 0.351401
TimingsLogMfc2, 271, 1, 0.385138
TimingsLogMfc2, 272, 2, 0.391407
TimingsLogMfc2, 273, 3, 0.403729
TimingsLogMfc2, 274, 4, 0.511911
TimingsLogMfc2, 275, 5, 0.640069
TimingsLogMfc2, 276, 0, 0.349910
TimingsLogMfc2, 277, 1, 0.387337
TimingsLogMfc2, 278, 2, 0.391885
TimingsLogMfc2, 279, 3, 0.405202
TimingsLogMfc2, 280, 4, 0.515296
TimingsLogMfc2, 281, 5, 0.643345
TimingsLogMfc2, 282, 0, 0.343500
TimingsLogMfc2, 283, 1, 0.386461
TimingsLogMfc2, 284, 2, 0.392158
TimingsLogMfc2, 285, 3, 0.403985
TimingsLogMfc2, 286, 4, 0.512219
TimingsLogMfc2, 287, 5, 0.639098
TimingsLogMfc2, 288, 0, 0.343299
TimingsLogMfc2, 289, 1, 0.387681
TimingsLogMfc2, 290, 2, 0.391804
TimingsLogMfc2, 291, 3, 0.405055
TimingsLogMfc2, 292, 4, 0.512944
TimingsLogMfc2, 293, 5, 0.641517
TimingsLogMfc2, 294, 0, 0.350793
TimingsLogMfc2, 295, 1, 0.387627
TimingsLogMfc2, 296, 2, 0.393814
TimingsLogMfc2, 297, 3, 0.408501
TimingsLogMfc2, 298, 4, 0.516258
TimingsLogMfc2, 299, 5, 0.644447
TimingsLogPpmz, 0, 0, 0.008018
TimingsLogPpmz, 1, 1, 0.021782
TimingsLogPpmz, 2, 2, 0.042611
TimingsLogPpmz, 3, 3, 0.092977
TimingsLogPpmz, 4, 4, 0.807130
TimingsLogPpmz, 5, 5, 1.845512
TimingsLogPpmz, 6, 0, 0.009821
TimingsLogPpmz, 7, 1, 0.020428
TimingsLogPpmz, 8, 2, 0.035396
TimingsLogPpmz, 9, 3, 0.073715
TimingsLogPpmz, 10, 4, 0.585559
TimingsLogPpmz, 11, 5, 1.404326
TimingsLogPpmz, 12, 0, 0.011407
TimingsLogPpmz, 13, 1, 0.025421
TimingsLogPpmz, 14, 2, 0.047832
TimingsLogPpmz, 15, 3, 0.104590
TimingsLogPpmz, 16, 4, 0.849726
TimingsLogPpmz, 17, 5, 1.996003
TimingsLogPpmz, 18, 0, 0.011897
TimingsLogPpmz, 19, 1, 0.025699
TimingsLogPpmz, 20, 2, 0.046018
TimingsLogPpmz, 21, 3, 0.100738
TimingsLogPpmz, 22, 4, 0.796162
TimingsLogPpmz, 23, 5, 1.881906
TimingsLogPpmz, 24, 0, 0.012152
TimingsLogPpmz, 25, 1, 0.026943
